beta (β), betay (β_y), and betaz (β_z) 
Latitude is planetocentric and pressure unit is mbar
Unit of beta, betay, and betaz is 1e-12 1/(s*m) 
Data in each pressure level with varying latitude is saved 

Pressure level 508.1449 mbar
pressure latitude     beta      betay     betaz
   87.35  -10.00      5.408     1.816    -5.100
   87.35   -9.00      5.421     1.852    -4.419
   87.35   -8.00      5.432     2.149    -3.346
   87.35   -7.00      5.441     0.857    -2.394
   87.35   -6.00      5.450    -6.103    -1.819
   87.35   -5.00      5.457    -8.180    -1.182
   87.35   -4.00      5.463   -10.386    -0.748
   87.35   -3.00      5.467   -10.592    -0.390
   87.35   -2.00      5.470     4.178    -0.117
   87.35   -1.00      5.472    18.712    -0.010
   87.35    0.00      5.473     8.075    -0.000
   87.35    1.00      5.472    13.868    -0.003
   87.35    2.00      5.470    -1.959    -0.042
   87.35    3.00      5.467   -13.235    -0.118
   87.35    4.00      5.463   -17.438    -0.393
   87.35    5.00      5.457     3.184    -0.272
   87.35    6.00      5.450    -5.845    -0.617
   87.35    7.00      5.441     2.684    -0.563
   87.35    8.00      5.432     3.185    -0.574
   87.35    9.00      5.421     2.452    -0.386
   87.35   10.00      5.408     4.768    -0.067
   87.35   11.00      5.395     5.973     0.494
   87.35   12.00      5.380     3.880     1.201
   87.35   13.00      5.363     4.496     1.847
   87.35   14.00      5.346     3.116     2.746
   87.35   15.00      5.327    -0.545     3.586
   87.35   16.00      5.307     1.505     3.943
   87.35   17.00      5.285     0.408     3.918
   87.35   18.00      5.262    -0.528     3.687
   87.35   19.00      5.237    -1.043     3.886
   87.35   20.00      5.211    -0.980     4.337
   87.35   21.00      5.184    -1.385     4.665
   87.35   22.00      5.155    -1.997     4.668
   87.35   23.00      5.125    -1.570     4.157
   87.35   24.00      5.094    -1.848     3.161
   87.35   25.00      5.061    -2.241     2.138
   87.35   26.00      5.026    -2.404     1.626
   87.35   27.00      4.990     0.616     1.792
   87.35   28.00      4.953     0.949     2.498
   87.35   29.00      4.914     1.144     3.387
   87.35   30.00      4.874     3.994     4.473
   87.35   31.00      4.832     0.773     5.664
   87.35   32.00      4.788    -2.891     6.420
   87.35   33.00      4.744    -3.895     6.515
   87.35   34.00      4.697    -5.820     5.447
   87.35   35.00      4.649    -5.512     3.556
   87.35   36.00      4.600    -5.994     1.928
   87.35   37.00      4.549    -6.336     0.602
   87.35   38.00      4.496    -4.845    -0.844
   87.35   39.00      4.442    -0.591    -2.273
   87.35   40.00      4.387     5.693    -2.625
   87.35   41.00      4.330    11.016    -1.758
   87.35   42.00      4.271    14.608    -0.124
   87.35   43.00      4.211     9.114     1.595
   87.35   44.00      4.149     1.786     2.229
   87.35   45.00      4.086    -4.449     2.167
   87.35   46.00      4.021    -1.116     2.191
   87.35   47.00      3.955    -5.840     2.693
   87.35   48.00      3.887    -2.813     3.148
   87.35   49.00      3.818    -5.060     3.495
   87.35   50.00      3.747    -4.757     2.561
   87.35   51.00      3.675    -5.208     0.660
   87.35   52.00      3.602    -4.173    -1.197
   87.35   53.00      3.526    -1.802    -2.861
   87.35   54.00      3.450     1.651    -4.289
   87.35   55.00      3.372     4.891    -5.698
   87.35   56.00      3.293     6.821    -7.260
   87.35   57.00      3.212     3.558    -7.482
   87.35   58.00      3.130    -2.254    -6.566
   87.35   59.00      3.047    -1.737    -6.026
   87.35   60.00      2.963     0.963    -5.308
   87.35   61.00      2.877     5.520    -3.031
   87.35   62.00      2.790     9.887     0.646
   87.35   63.00      2.701     4.421     4.708
   87.35   64.00      2.612    -3.927     7.803
   87.35   65.00      2.522    -1.347     8.906
   87.35   66.00      2.430    -2.867     7.718
   87.35   67.00      2.337    -4.410     6.154
   87.35   68.00      2.243    -2.593     3.566
   87.35   69.00      2.149    -3.797     1.556
   87.35   70.00      2.053    -4.301     0.610
   87.35   71.00      1.956    -5.801     0.873
   87.35   72.00      1.858    -4.908     1.158
   87.35   73.00      1.760    -0.183     1.869
   87.35   74.00      1.661     4.069     3.077
   87.35   75.00      1.561    10.670     3.537
   87.35   76.00      1.460    13.384     2.807
   87.35   77.00      1.359    -0.875     0.893
   87.35   78.00      1.257    -7.503    -1.603
   87.35   79.00      1.154    -3.714    -3.889
   87.35   80.00      1.051    -6.769    -5.182
   87.35   81.00      0.947    -5.898    -4.123
   87.35   82.00      0.843    -1.939    -0.794
   87.35   83.00      0.739     1.126     4.229
   87.35   84.00      0.634     6.770     9.010
   87.35   85.00      0.529    13.524    11.546
   87.35   86.00      0.423    11.605    12.062
   87.35   87.00      0.318    12.789    11.284
   87.35   88.00      0.212     6.367    13.068
   87.35   89.00      0.106    -0.055    13.842
   87.35   90.00      0.000    -0.055     0.249

Pressure level 76.2886 mbar
pressure latitude     beta      betay     betaz
   76.29  -90.00      0.000    -0.242   -15.188
   76.29  -89.00      0.106    -0.242   -17.572
   76.29  -88.00      0.212     3.795    -7.057
   76.29  -87.00      0.317     3.469    -5.050
   76.29  -86.00      0.423     3.142    -3.035
   76.29  -85.00      0.528     1.020    -2.334
   76.29  -84.00      0.634     2.520    -1.695
   76.29  -83.00      0.738    -3.897    -1.933
   76.29  -82.00      0.843    -3.610    -2.148
   76.29  -81.00      0.947    -2.600    -1.941
   76.29  -80.00      1.051    -3.857    -1.307
   76.29  -79.00      1.154    -3.274    -0.496
   76.29  -78.00      1.257    -3.312     0.923
   76.29  -77.00      1.359    -2.598     2.570
   76.29  -76.00      1.460    -3.447     3.896
   76.29  -75.00      1.561    -4.936     3.831
   76.29  -74.00      1.661    -5.302     2.469
   76.29  -73.00      1.760    -0.513     1.404
   76.29  -72.00      1.858     3.967     0.399
   76.29  -71.00      1.956    12.465     0.063
   76.29  -70.00      2.053    14.839     0.041
   76.29  -69.00      2.148     1.621    -0.621
   76.29  -68.00      2.243    -3.354    -1.968
   76.29  -67.00      2.337    -2.089    -3.895
   76.29  -66.00      2.430    -5.809    -5.613
   76.29  -65.00      2.521    -4.022    -6.595
   76.29  -64.00      2.612    -4.343    -6.705
   76.29  -63.00      2.701    -2.905    -6.013
   76.29  -62.00      2.790    -1.799    -5.097
   76.29  -61.00      2.877    -4.787    -4.416
   76.29  -60.00      2.962    -7.470    -2.934
   76.29  -59.00      3.047    -6.254    -0.123
   76.29  -58.00      3.130    -4.297     3.323
   76.29  -57.00      3.212     4.939     6.354
   76.29  -56.00      3.293    18.494     7.690
   76.29  -55.00      3.372    13.133     7.103
   76.29  -54.00      3.450     4.924     5.400
   76.29  -53.00      3.526     4.598     3.483
   76.29  -52.00      3.601    -0.218     1.112
   76.29  -51.00      3.675    -4.021    -1.867
   76.29  -50.00      3.747    -5.537    -4.338
   76.29  -49.00      3.818    -6.506    -5.760
   76.29  -48.00      3.887    -7.186    -5.937
   76.29  -47.00      3.955    -7.095    -4.408
   76.29  -46.00      4.021    -3.862    -1.593
   76.29  -45.00      4.086     1.813     1.416
   76.29  -44.00      4.149     8.034     3.604
   76.29  -43.00      4.210    12.741     4.354
   76.29  -42.00      4.271    12.132     4.034
   76.29  -41.00      4.329     4.664     3.151
   76.29  -40.00      4.386    -3.216     1.281
   76.29  -39.00      4.442    -2.839    -1.261
   76.29  -38.00      4.496    -4.956    -2.287
   76.29  -37.00      4.548    -4.457    -2.324
   76.29  -36.00      4.599    -4.921    -2.501
   76.29  -35.00      4.649    -4.880    -2.515
   76.29  -34.00      4.697    -5.316    -2.285
   76.29  -33.00      4.743    -3.577    -1.695
   76.29  -32.00      4.788    -0.917    -0.406
   76.29  -31.00      4.831     1.892     0.737
   76.29  -30.00      4.873     2.726     1.398
   76.29  -29.00      4.914     1.552     2.219
   76.29  -28.00      4.953     3.989     2.630
   76.29  -27.00      4.990     1.448     2.175
   76.29  -26.00      5.026    -4.688     1.144
   76.29  -25.00      5.060    -5.232     0.379
   76.29  -24.00      5.093    -2.850     0.421
   76.29  -23.00      5.125    -1.211     0.881
   76.29  -22.00      5.155    -0.243     1.456
   76.29  -21.00      5.184    -1.593     1.999
   76.29  -20.00      5.211    -1.267     2.544
   76.29  -19.00      5.237    -0.509     2.999
   76.29  -18.00      5.261     2.338     3.110
   76.29  -17.00      5.284     4.081     2.932
   76.29  -16.00      5.306     4.588     1.938
   76.29  -15.00      5.326     0.545     0.518
   76.29  -14.00      5.345     1.219    -0.633
   76.29  -13.00      5.363     0.991    -1.669
   76.29  -12.00      5.379     1.631    -2.539
   76.29  -11.00      5.394     1.778    -2.937
   76.29  -10.00      5.408     1.437    -2.764
   76.29   -9.00      5.420     1.863    -2.086
   76.29   -8.00      5.431     2.433    -1.426
   76.29   -7.00      5.441     0.957    -1.049
   76.29   -6.00      5.449    -6.072    -1.024
   76.29   -5.00      5.456    -7.965    -0.901
   76.29   -4.00      5.462   -10.423    -0.748
   76.29   -3.00      5.467   -10.671    -0.481
   76.29   -2.00      5.470     4.152    -0.184
   76.29   -1.00      5.472    18.712    -0.025
   76.29    0.00      5.472     7.536    -0.000
   76.29    1.00      5.472    14.024    -0.011
   76.29    2.00      5.470    -0.829    -0.054
   76.29    3.00      5.467   -12.423    -0.084
   76.29    4.00      5.462   -18.373    -0.172
   76.29    5.00      5.456     3.664     0.158
   76.29    6.00      5.449    -5.598     0.164
   76.29    7.00      5.441     2.567     0.460
   76.29    8.00      5.431     3.288     0.580
   76.29    9.00      5.420     2.442     0.662
   76.29   10.00      5.408     4.576     0.620
   76.29   11.00      5.394     5.825     0.620
   76.29   12.00      5.379     3.768     0.631
   76.29   13.00      5.363     4.116     0.591
   76.29   14.00      5.345     2.965     0.906
   76.29   15.00      5.326    -0.499     1.436
   76.29   16.00      5.306     1.523     1.845
   76.29   17.00      5.284     0.580     2.152
   76.29   18.00      5.261    -0.486     2.363
   76.29   19.00      5.237    -0.973     2.875
   76.29   20.00      5.211    -0.922     3.462
   76.29   21.00      5.184    -1.376     3.806
   76.29   22.00      5.155    -1.985     3.796
   76.29   23.00      5.125    -1.571     3.351
   76.29   24.00      5.093    -1.854     2.599
   76.29   25.00      5.060    -2.285     1.896
   76.29   26.00      5.026    -2.456     1.693
   76.29   27.00      4.990     0.551     2.145
   76.29   28.00      4.953     0.906     3.016
   76.29   29.00      4.914     1.104     3.946
   76.29   30.00      4.873     3.968     4.845
   76.29   31.00      4.831     0.811     5.612
   76.29   32.00      4.788    -2.796     5.967
   76.29   33.00      4.743    -3.682     5.763
   76.29   34.00      4.697    -5.665     4.435
   76.29   35.00      4.649    -5.497     2.419
   76.29   36.00      4.599    -5.966     0.831
   76.29   37.00      4.548    -6.309    -0.286
   76.29   38.00      4.496    -4.888    -1.358
   76.29   39.00      4.442    -0.779    -2.200
   76.29   40.00      4.386     5.467    -1.782
   76.29   41.00      4.329    10.890    -0.246
   76.29   42.00      4.271    14.613     1.435
   76.29   43.00      4.210     9.184     2.233
   76.29   44.00      4.149     1.787     1.674
   76.29   45.00      4.086    -4.471     0.904
   76.29   46.00      4.021    -1.123     0.791
   76.29   47.00      3.955    -5.737     1.398
   76.29   48.00      3.887    -2.709     1.952
   76.29   49.00      3.818    -4.965     2.202
   76.29   50.00      3.747    -4.743     1.349
   76.29   51.00      3.675    -5.227    -0.249
   76.29   52.00      3.601    -4.205    -1.750
   76.29   53.00      3.526    -1.838    -2.864
   76.29   54.00      3.450     1.645    -3.608
   76.29   55.00      3.372     4.886    -4.465
   76.29   56.00      3.293     6.745    -5.747
   76.29   57.00      3.212     3.495    -6.015
   76.29   58.00      3.130    -2.260    -5.211
   76.29   59.00      3.047    -1.771    -4.528
   76.29   60.00      2.962     0.915    -3.478
   76.29   61.00      2.877     5.528    -1.138
   76.29   62.00      2.790     9.937     1.909
   76.29   63.00      2.701     4.462     4.564
   76.29   64.00      2.612    -3.887     6.131
   76.29   65.00      2.521    -1.294     6.335
   76.29   66.00      2.430    -2.873     4.853
   76.29   67.00      2.337    -4.402     3.287
   76.29   68.00      2.243    -2.617     1.159
   76.29   69.00      2.148    -3.836    -0.124
   76.29   70.00      2.053    -4.321    -0.217
   76.29   71.00      1.956    -5.753     0.723
   76.29   72.00      1.858    -4.898     1.477
   76.29   73.00      1.760    -0.207     2.617
   76.29   74.00      1.661     4.072     4.102
   76.29   75.00      1.561    10.675     4.588
   76.29   76.00      1.460    13.405     3.689
   76.29   77.00      1.359    -0.836     1.584
   76.29   78.00      1.257    -7.489    -1.050
   76.29   79.00      1.154    -3.736    -3.436
   76.29   80.00      1.051    -6.818    -4.813
   76.29   81.00      0.947    -5.947    -3.903
   76.29   82.00      0.843    -1.977    -0.618
   76.29   83.00      0.738     1.118     4.449
   76.29   84.00      0.634     6.798     9.270
   76.29   85.00      0.528    13.545    11.776
   76.29   86.00      0.423    11.622    12.005
   76.29   87.00      0.317    12.694    10.553
   76.29   88.00      0.212     6.556    12.126
   76.29   89.00      0.106     0.418     9.977
   76.29   90.00      0.000     0.418     0.155

Pressure level 66.6252 mbar
pressure latitude     beta      betay     betaz
   66.63  -90.00      0.000    -0.427   -44.614
   66.63  -89.00      0.106    -0.427   -10.438
   66.63  -88.00      0.212     3.854    -4.347
   66.63  -87.00      0.317     3.499    -4.904
   66.63  -86.00      0.423     3.145    -1.571
   66.63  -85.00      0.528     0.946    -1.330
   66.63  -84.00      0.634     2.502    -0.804
   66.63  -83.00      0.738    -3.926    -1.307
   66.63  -82.00      0.843    -3.632    -1.688
   66.63  -81.00      0.947    -2.640    -1.600
   66.63  -80.00      1.051    -3.869    -1.063
   66.63  -79.00      1.154    -3.241    -0.371
   66.63  -78.00      1.256    -3.235     0.687
   66.63  -77.00      1.358    -2.511     1.730
   66.63  -76.00      1.460    -3.376     2.460
   66.63  -75.00      1.561    -4.978     2.268
   66.63  -74.00      1.661    -5.418     1.490
   66.63  -73.00      1.760    -0.491     1.262
   66.63  -72.00      1.858     4.008     0.946
   66.63  -71.00      1.956    12.546     0.785
   66.63  -70.00      2.052    14.818     0.378
   66.63  -69.00      2.148     1.537    -0.639
   66.63  -68.00      2.243    -3.398    -1.961
   66.63  -67.00      2.337    -2.040    -3.447
   66.63  -66.00      2.430    -5.767    -4.849
   66.63  -65.00      2.521    -4.031    -5.798
   66.63  -64.00      2.612    -4.398    -6.086
   66.63  -63.00      2.701    -2.941    -5.632
   66.63  -62.00      2.789    -1.801    -4.873
   66.63  -61.00      2.876    -4.825    -4.148
   66.63  -60.00      2.962    -7.532    -2.704
   66.63  -59.00      3.047    -6.282    -0.218
   66.63  -58.00      3.130    -4.274     2.784
   66.63  -57.00      3.212     5.022     5.621
   66.63  -56.00      3.292    18.579     7.312
   66.63  -55.00      3.372    13.196     7.256
   66.63  -54.00      3.450     4.951     5.759
   66.63  -53.00      3.526     4.582     3.602
   66.63  -52.00      3.601    -0.256     0.891
   66.63  -51.00      3.675    -4.080    -2.160
   66.63  -50.00      3.747    -5.580    -4.388
   66.63  -49.00      3.817    -6.468    -5.295
   66.63  -48.00      3.887    -7.105    -4.972
   66.63  -47.00      3.954    -7.075    -3.589
   66.63  -46.00      4.021    -3.864    -1.490
   66.63  -45.00      4.085     1.813     0.717
   66.63  -44.00      4.148     8.031     2.327
   66.63  -43.00      4.210    12.727     2.846
   66.63  -42.00      4.270    12.048     2.523
   66.63  -41.00      4.329     4.505     1.799
   66.63  -40.00      4.386    -3.331     0.450
   66.63  -39.00      4.442    -2.866    -1.191
   66.63  -38.00      4.496    -4.897    -1.623
   66.63  -37.00      4.548    -4.425    -1.421
   66.63  -36.00      4.599    -4.864    -1.382
   66.63  -35.00      4.649    -4.773    -1.246
   66.63  -34.00      4.696    -5.226    -1.027
   66.63  -33.00      4.743    -3.512    -0.624
   66.63  -32.00      4.788    -0.870     0.237
   66.63  -31.00      4.831     1.858     1.009
   66.63  -30.00      4.873     2.640     1.501
   66.63  -29.00      4.913     1.536     2.112
   66.63  -28.00      4.952     3.970     2.380
   66.63  -27.00      4.990     1.415     1.967
   66.63  -26.00      5.025    -4.711     1.063
   66.63  -25.00      5.060    -5.304     0.320
   66.63  -24.00      5.093    -2.889     0.279
   66.63  -23.00      5.124    -1.126     0.628
   66.63  -22.00      5.155    -0.093     1.039
   66.63  -21.00      5.183    -1.425     1.373
   66.63  -20.00      5.211    -1.121     1.638
   66.63  -19.00      5.236    -0.314     1.775
   66.63  -18.00      5.261     2.420     1.599
   66.63  -17.00      5.284     4.060     1.220
   66.63  -16.00      5.306     4.460     0.428
   66.63  -15.00      5.326     0.522    -0.478
   66.63  -14.00      5.345     1.047    -1.172
   66.63  -13.00      5.363     0.702    -1.689
   66.63  -12.00      5.379     1.330    -1.927
   66.63  -11.00      5.394     1.363    -1.806
   66.63  -10.00      5.407     1.111    -1.349
   66.63   -9.00      5.420     1.955    -0.686
   66.63   -8.00      5.431     2.718    -0.239
   66.63   -7.00      5.440     0.771    -0.149
   66.63   -6.00      5.449    -6.070    -0.345
   66.63   -5.00      5.456    -7.845    -0.505
   66.63   -4.00      5.462   -10.326    -0.538
   66.63   -3.00      5.466   -10.159    -0.390
   66.63   -2.00      5.469     4.775    -0.164
   66.63   -1.00      5.471    18.712    -0.024
   66.63    0.00      5.472     7.511    -0.000
   66.63    1.00      5.471    13.528    -0.011
   66.63    2.00      5.469     0.828    -0.032
   66.63    3.00      5.466   -11.698    -0.018
   66.63    4.00      5.462   -18.704     0.042
   66.63    5.00      5.456     3.368     0.407
   66.63    6.00      5.449    -4.975     0.607
   66.63    7.00      5.440     2.185     0.908
   66.63    8.00      5.431     3.429     1.018
   66.63    9.00      5.420     2.405     0.981
   66.63   10.00      5.407     4.382     0.771
   66.63   11.00      5.394     5.642     0.548
   66.63   12.00      5.379     3.609     0.310
   66.63   13.00      5.363     3.720     0.038
   66.63   14.00      5.345     2.819     0.084
   66.63   15.00      5.326    -0.468     0.385
   66.63   16.00      5.306     1.528     0.731
   66.63   17.00      5.284     0.787     1.138
   66.63   18.00      5.261    -0.394     1.515
   66.63   19.00      5.236    -0.890     2.078
   66.63   20.00      5.211    -0.892     2.616
   66.63   21.00      5.183    -1.411     2.901
   66.63   22.00      5.155    -2.012     2.898
   66.63   23.00      5.124    -1.590     2.584
   66.63   24.00      5.093    -1.842     2.111
   66.63   25.00      5.060    -2.287     1.714
   66.63   26.00      5.025    -2.469     1.721
   66.63   27.00      4.990     0.495     2.245
   66.63   28.00      4.952     0.845     3.055
   66.63   29.00      4.913     1.038     3.865
   66.63   30.00      4.873     3.916     4.582
   66.63   31.00      4.831     0.829     5.132
   66.63   32.00      4.788    -2.700     5.397
   66.63   33.00      4.743    -3.457     5.234
   66.63   34.00      4.696    -5.486     4.058
   66.63   35.00      4.649    -5.445     2.218
   66.63   36.00      4.599    -5.907     0.740
   66.63   37.00      4.548    -6.272    -0.325
   66.63   38.00      4.496    -4.932    -1.322
   66.63   39.00      4.442    -0.964    -2.025
   66.63   40.00      4.386     5.227    -1.476
   66.63   41.00      4.329    10.733     0.115
   66.63   42.00      4.270    14.576     1.594
   66.63   43.00      4.210     9.216     1.951
   66.63   44.00      4.148     1.782     1.117
   66.63   45.00      4.085    -4.469     0.355
   66.63   46.00      4.021    -1.103     0.361
   66.63   47.00      3.954    -5.607     1.036
   66.63   48.00      3.887    -2.588     1.526
   66.63   49.00      3.817    -4.878     1.562
   66.63   50.00      3.747    -4.748     0.713
   66.63   51.00      3.675    -5.246    -0.621
   66.63   52.00      3.601    -4.233    -1.811
   66.63   53.00      3.526    -1.872    -2.516
   66.63   54.00      3.450     1.636    -2.785
   66.63   55.00      3.372     4.869    -3.184
   66.63   56.00      3.292     6.677    -4.081
   66.63   57.00      3.212     3.445    -4.297
   66.63   58.00      3.130    -2.271    -3.660
   66.63   59.00      3.047    -1.806    -2.958
   66.63   60.00      2.962     0.884    -1.821
   66.63   61.00      2.876     5.553     0.166
   66.63   62.00      2.789     9.992     2.266
   66.63   63.00      2.701     4.486     3.596
   66.63   64.00      2.612    -3.871     4.078
   66.63   65.00      2.521    -1.270     3.811
   66.63   66.00      2.430    -2.883     2.508
   66.63   67.00      2.337    -4.405     1.331
   66.63   68.00      2.243    -2.625    -0.077
   66.63   69.00      2.148    -3.854    -0.703
   66.63   70.00      2.052    -4.321    -0.317
   66.63   71.00      1.956    -5.696     0.795
   66.63   72.00      1.858    -4.874     1.581
   66.63   73.00      1.760    -0.227     2.602
   66.63   74.00      1.661     4.050     3.829
   66.63   75.00      1.561    10.640     4.154
   66.63   76.00      1.460    13.398     3.353
   66.63   77.00      1.358    -0.798     1.643
   66.63   78.00      1.256    -7.459    -0.489
   66.63   79.00      1.154    -3.734    -2.439
   66.63   80.00      1.051    -6.825    -3.618
   66.63   81.00      0.947    -5.957    -3.046
   66.63   82.00      0.843    -1.986    -0.501
   66.63   83.00      0.738     1.107     3.534
   66.63   84.00      0.634     6.795     7.384
   66.63   85.00      0.528    13.534     9.342
   66.63   86.00      0.423    11.607     9.339
   66.63   87.00      0.317    12.651     7.869
   66.63   88.00      0.212     6.618     8.961
   66.63   89.00      0.106     0.585     6.427
   66.63   90.00      0.000     0.585     0.102

Pressure level 58.1849 mbar
pressure latitude     beta      betay     betaz
   58.18  -90.00      0.000    -1.135   -34.881
   58.18  -89.00      0.106    -1.135    -3.642
   58.18  -88.00      0.212     3.866    -1.588
   58.18  -87.00      0.317     3.483    -2.786
   58.18  -86.00      0.423     3.099    -0.356
   58.18  -85.00      0.528     0.864    -0.333
   58.18  -84.00      0.634     2.398    -0.003
   58.18  -83.00      0.738    -3.953    -0.318
   58.18  -82.00      0.843    -3.628    -0.560
   58.18  -81.00      0.947    -2.664    -0.578
   58.18  -80.00      1.051    -3.875    -0.392
   58.18  -79.00      1.154    -3.170    -0.140
   58.18  -78.00      1.256    -3.133     0.276
   58.18  -77.00      1.358    -2.417     0.686
   58.18  -76.00      1.460    -3.345     0.981
   58.18  -75.00      1.560    -5.069     0.921
   58.18  -74.00      1.660    -5.534     0.670
   58.18  -73.00      1.760    -0.470     0.700
   58.18  -72.00      1.858     4.067     0.676
   58.18  -71.00      1.956    12.634     0.658
   58.18  -70.00      2.052    14.761     0.449
   58.18  -69.00      2.148     1.419    -0.082
   58.18  -68.00      2.243    -3.460    -0.742
   58.18  -67.00      2.337    -1.978    -1.429
   58.18  -66.00      2.429    -5.696    -2.074
   58.18  -65.00      2.521    -4.011    -2.518
   58.18  -64.00      2.612    -4.430    -2.677
   58.18  -63.00      2.701    -2.970    -2.502
   58.18  -62.00      2.789    -1.802    -2.183
   58.18  -61.00      2.876    -4.827    -1.835
   58.18  -60.00      2.962    -7.542    -1.156
   58.18  -59.00      3.046    -6.287    -0.035
   58.18  -58.00      3.130    -4.267     1.309
   58.18  -57.00      3.212     5.046     2.623
   58.18  -56.00      3.292    18.589     3.505
   58.18  -55.00      3.371    13.215     3.603
   58.18  -54.00      3.449     4.966     2.946
   58.18  -53.00      3.526     4.544     1.868
   58.18  -52.00      3.601    -0.319     0.463
   58.18  -51.00      3.674    -4.128    -1.086
   58.18  -50.00      3.746    -5.585    -2.170
   58.18  -49.00      3.817    -6.357    -2.546
   58.18  -48.00      3.886    -6.928    -2.292
   58.18  -47.00      3.954    -6.988    -1.583
   58.18  -46.00      4.020    -3.853    -0.604
   58.18  -45.00      4.085     1.766     0.409
   58.18  -44.00      4.148     7.951     1.161
   58.18  -43.00      4.210    12.657     1.426
   58.18  -42.00      4.270    11.920     1.299
   58.18  -41.00      4.329     4.271     0.955
   58.18  -40.00      4.386    -3.492     0.277
   58.18  -39.00      4.441    -2.845    -0.532
   58.18  -38.00      4.495    -4.793    -0.796
   58.18  -37.00      4.548    -4.395    -0.759
   58.18  -36.00      4.599    -4.783    -0.779
   58.18  -35.00      4.648    -4.625    -0.729
   58.18  -34.00      4.696    -5.086    -0.624
   58.18  -33.00      4.742    -3.368    -0.419
   58.18  -32.00      4.787    -0.800    -0.003
   58.18  -31.00      4.831     1.789     0.387
   58.18  -30.00      4.873     2.542     0.652
   58.18  -29.00      4.913     1.470     0.943
   58.18  -28.00      4.952     3.857     1.063
   58.18  -27.00      4.989     1.304     0.861
   58.18  -26.00      5.025    -4.732     0.420
   58.18  -25.00      5.060    -5.302     0.041
   58.18  -24.00      5.093    -2.870    -0.009
   58.18  -23.00      5.124    -0.994     0.133
   58.18  -22.00      5.154     0.096     0.314
   58.18  -21.00      5.183    -1.215     0.468
   58.18  -20.00      5.210    -0.958     0.596
   58.18  -19.00      5.236    -0.134     0.663
   58.18  -18.00      5.260     2.479     0.592
   58.18  -17.00      5.284     3.940     0.432
   58.18  -16.00      5.305     4.262     0.123
   58.18  -15.00      5.326     0.531    -0.208
   58.18  -14.00      5.345     0.840    -0.450
   58.18  -13.00      5.362     0.362    -0.615
   58.18  -12.00      5.378     1.006    -0.657
   58.18  -11.00      5.393     0.933    -0.562
   58.18  -10.00      5.407     0.844    -0.352
   58.18   -9.00      5.419     2.075    -0.081
   58.18   -8.00      5.430     2.906     0.076
   58.18   -7.00      5.440     0.212     0.063
   58.18   -6.00      5.448    -6.271    -0.076
   58.18   -5.00      5.455    -7.831    -0.208
   58.18   -4.00      5.461   -10.062    -0.253
   58.18   -3.00      5.466    -8.975    -0.193
   58.18   -2.00      5.469     6.278    -0.085
   58.18   -1.00      5.471    18.712    -0.014
   58.18    0.00      5.472     7.551    -0.000
   58.18    1.00      5.471    12.715    -0.008
   58.18    2.00      5.469     3.046    -0.025
   58.18    3.00      5.466   -10.833    -0.025
   58.18    4.00      5.461   -18.712     0.021
   58.18    5.00      5.455     2.341     0.194
   58.18    6.00      5.448    -4.134     0.315
   58.18    7.00      5.440     1.467     0.460
   58.18    8.00      5.430     3.547     0.507
   58.18    9.00      5.419     2.315     0.475
   58.18   10.00      5.407     4.194     0.362
   58.18   11.00      5.393     5.439     0.238
   58.18   12.00      5.378     3.425     0.101
   58.18   13.00      5.362     3.353    -0.055
   58.18   14.00      5.345     2.718    -0.090
   58.18   15.00      5.326    -0.423    -0.015
   58.18   16.00      5.305     1.541     0.099
   58.18   17.00      5.284     1.037     0.263
   58.18   18.00      5.260    -0.254     0.445
   58.18   19.00      5.236    -0.811     0.717
   58.18   20.00      5.210    -0.907     0.975
   58.18   21.00      5.183    -1.501     1.114
   58.18   22.00      5.154    -2.085     1.115
   58.18   23.00      5.124    -1.621     0.973
   58.18   24.00      5.093    -1.806     0.772
   58.18   25.00      5.060    -2.239     0.618
   58.18   26.00      5.025    -2.434     0.653
   58.18   27.00      4.989     0.442     0.924
   58.18   28.00      4.952     0.759     1.300
   58.18   29.00      4.913     0.937     1.643
   58.18   30.00      4.873     3.823     1.902
   58.18   31.00      4.831     0.821     2.042
   58.18   32.00      4.787    -2.606     2.054
   58.18   33.00      4.742    -3.221     1.888
   58.18   34.00      4.696    -5.275     1.313
   58.18   35.00      4.648    -5.341     0.490
   58.18   36.00      4.599    -5.803    -0.110
   58.18   37.00      4.548    -6.219    -0.447
   58.18   38.00      4.495    -4.973    -0.695
   58.18   39.00      4.441    -1.142    -0.784
   58.18   40.00      4.386     4.972    -0.341
   58.18   41.00      4.329    10.528     0.471
   58.18   42.00      4.270    14.467     1.077
   58.18   43.00      4.210     9.192     1.053
   58.18   44.00      4.148     1.781     0.479
   58.18   45.00      4.085    -4.426    -0.014
   58.18   46.00      4.020    -1.045    -0.108
   58.18   47.00      3.954    -5.447     0.131
   58.18   48.00      3.886    -2.452     0.325
   58.18   49.00      3.817    -4.802     0.344
   58.18   50.00      3.746    -4.770     0.017
   58.18   51.00      3.674    -5.264    -0.503
   58.18   52.00      3.601    -4.249    -0.936
   58.18   53.00      3.526    -1.899    -1.112
   58.18   54.00      3.449     1.621    -1.066
   58.18   55.00      3.371     4.829    -1.093
   58.18   56.00      3.292     6.612    -1.407
   58.18   57.00      3.212     3.408    -1.498
   58.18   58.00      3.130    -2.283    -1.244
   58.18   59.00      3.046    -1.839    -0.930
